f_name,mean
HEIGHT_NM,0.00446982055408261
WEIGHT_NM,0.004694249317980613
OPC_ID_1.0,0.0005458628109536449
OPC_ID_2.0,0.0011082225970383782
OPC_ID_3.0,0.001125843293476631
GCSE_NM,0.002210625795683641
GCSV_NM,0.003857768627270041
GCSM_NM,0.0025074802089413016
SBP_NM,0.004594781426035666
DBP_NM,0.00465478682190492
BT_NM,0.00458783047017125
HR_NM,0.004526715416684395
RR_NM,0.004482835576132287
ICD_ID_1.0,0.0
ICD_ID_2.0,0.0
ICD_ID_3.0,0.0013085620627785342
ICD_ID_4.0,0.0012616283452619775
ICD_ID_99.0,0.0
ICD_CODE_430.0,0.0012851675442751044
ICD_CODE_431.0,0.00153533414107565
ICD_CODE_432.0,0.00017703872944157428
ICD_CODE_433.0,0.0
ICD_CODE_434.0,6.507139695963125e-05
ICD_CODE_435.0,3.2576329345856837e-06
ICD_CODE_436.0,2.4451609278893556e-05
ICD_CODE_437.0,0.00011453637837529483
ICD_CODE_438.0,0.0
TOASTLE_FL,0.0
TOASTLI_FL,3.394601755257493e-06
TOASTSCE_FL,0.0
TOASTSMO_FL,0.0
TOASTSRA_FL,9.10746812386157e-07
TOASTSDI_FL,0.0
TOASTSMI_FL,0.0
TOASTSANTIP_FL,0.0
TOASTSAU_FL,0.0
TOASTSHY_FL,0.0
TOASTSPR_FL,0.0
TOASTSANTIT_FL,0.0
TOASTSHO_FL,0.0
TOASTSHYS_FL,0.0
TOASTSCA_FL,0.0
THDA_FL,0.00033024866459546167
THDH_FL,0.0005172049981589202
THDI_FL,0.001408349878488696
THDAM_FL,3.3534164681705666e-06
THDV_FL,8.138450168118256e-05
THDE_FL,0.0
THDM_FL,0.0
THDR_FL,4.055228584059628e-05
THDP_FL,0.0
HB_NM,0.004585679353785364
HCT_NM,0.004692101734078602
PLATELET_NM,0.004646548495818618
WBC_NM,0.004808712175307622
PTT1_NM,0.004446555773928951
PTT2_NM,0.00445514893599082
PTINR_NM,0.00430063142546445
ER_NM,0.0042398598760616055
BUN_NM,0.004989191069325283
CRE_NM,0.004613452502374064
ALB_NM,0.00404975784240457
CRP_NM,0.0035165446350368446
HBAC_NM,0.00307820240830412
AC_NM,0.00385111972663739
UA_NM,0.003675787982881154
TCHO_NM,0.004053413533940337
TG_NM,0.003811143523996612
HDL_NM,0.0039693524668987295
LDL_NM,0.0040015460439751195
GOT_NM,0.0039042919822068803
GPT_NM,0.004079133724005474
TRMAN_FL,0.0005528136533650247
TRMAS_FL,0.00030578382840255766
TRMTI_FL,0.0012741990304017989
TRMHE_FL,0.00022101045614830655
TRMWA_FL,0.0001135392035664659
TRMIA_FL,0.0015897458947941236
TRMFO_FL,0.005649849953486058
TRMTA_FL,4.19696426695154e-06
TRMSD_FL,0.0004951674273708851
TRMRE_FL,0.009852557661966316
TRMEN_FL,2.9249425476022575e-05
TRMAG_FL,0.0
TRMCL_FL,0.0002568632575624588
TRMPL_FL,0.0
TRMLM_FL,7.194542496150036e-05
TRMIV_FL,0.0
TRMVE_FL,0.0023171783312348217
TRMNG_FL,0.012925097638918174
TRMDY_FL,0.0027077008156264322
TRMICU_FL,0.002380125742594306
TRMSM_FL,0.0020862849329515544
TRMED_FL,0.002406439420598669
TRMOP_FL,0.0010173642384025323
OMAS_FL,0.0005967790883181558
OMAG_FL,5.058422720062685e-06
OMTI_FL,4.937997812911191e-05
OMCL_FL,0.00026606715403701815
OMWA_FL,0.0002499760062154813
OMWA_TX,0.0002675356234774519
OMPL_FL,0.0
OMANH_FL,0.002797657458761338
OMAND_FL,0.0022937196938615
OMLI_FL,0.001978872017765088
AMAS_FL,0.0019590033237451227
AMAG_FL,0.0003127896501510916
AMTI_FL,3.9867927751416547e-05
AMCL_FL,0.0005988400917565934
AMWA_FL,0.0007276210607987782
AMPL_FL,9.754825213516071e-06
AMANH_FL,0.004614135339899418
AMAND_FL,0.002135811837970958
AMLI_FL,0.0010871042412931116
COMPN_FL,0.000985386507178576
COMUT_FL,0.0010092414713794133
COMUG_FL,0.0002175199874052242
COMPR_FL,0.0002959349059074781
COMPU_FL,2.0643594414086216e-06
COMAC_FL,0.0
COMSE_FL,0.0002932395873613847
COMDE_FL,0.0
COMO_FL,0.0011500380031279217
DETST_FL,0.0010581882448725646
DETHE_FL,0.00016051132249622635
DETHO_FL,5.100752189595348e-05
DETHA_FL,0.0005549753413354542
DETVA_FL,0.00021207455385602696
DETRE_FL,0.00015648569471542122
DETME_FL,0.0003462068387321416
OFF_ID_1.0,4.2678395566181055e-05
OFF_ID_3.0,3.736294025025881e-05
OFFDT_ID_1.0,0.01018027938638847
OFFDT_ID_2.0,0.0031815120050537092
OFFDT_ID_3.0,0.002205491093578123
OFFDT_ID_4.0,1.7216137434716666e-06
OFFDT_ID_5.0,0.0014560391806983746
CT_FL,0.00011240476440892346
MRI_FL,0.0002102566323832141
ECGL_FL,0.0023609198771729558
ECGA_FL,0.0010590427770667825
ECGQ_FL,0.0004382376287454231
MRA_FL,0.002293167161370035
CTA_FL,0.0014553077314778302
DSA_FL,0.0006947161827204884
GENDER_TX,0.0034728406551708876
onset_age,0.006166683164675104
Feeding,0.03520466824705403
Transfers,0.047135978862679985
Bathing,0.04624652964477937
Toilet_use,0.05255249682084946
Grooming,0.046041317396677404
Mobility,0.061184891352099625
Stairs,0.043782552115854974
Dressing,0.044230604597244656
Bowel_control,0.017669782007978994
Bladder_control,0.019341124410326017
discharged_mrs,0.0557851631708555
cortical_ACA_ctr,9.866548371278126e-05
cortical_MCA_ctr,3.9465695203400077e-07
subcortical_ACA_ctr,7.452841703955614e-06
subcortical_MCA_ctr,0.0004100788025142001
PCA_cortex_ctr,8.582310894286549e-06
thalamus_ctr,0.00020227796604669048
brainstem_ctr,6.027955659697167e-06
cerebellum_ctr,3.071439887257998e-05
Watershed_ctr,0.0
Hemorrhagic_infarct_ctr,0.0008889764885621204
Old_stroke_ctci,0.0005568753302866263
cortical_ACA_ctl,0.0
cortical_MCA_ctl,0.00018890157729704385
subcortical_ACA_ctl,0.0
subcortical_MCA_ctl,0.0001363688064071842
PCA_cortex_ctl,2.3617227105813235e-05
thalamus_ctl,0.000498770432291905
brainstem_ctl,6.903381830082916e-05
cerebellum_ctl,0.00012321737175996953
Watershed_ctl,0.0
Hemorrhagic_infarct_ctl,0.00043172987879909485
Old_stroke_ctch,0.0004840409239922909
cortical_ACA_mrir,8.309034817702757e-05
cortical_MCA_mrir,5.991457857497991e-06
subcortical_ACA_mrir,2.4286581663630853e-07
subcortical_MCA_mrir,9.160684495325801e-05
PCA_cortex_mrir,0.0
thalamus_mrir,2.269251061553143e-05
brainstem_mrir,0.0
cerebellum_mrir,2.0426647842338752e-05
Watershed_mrir,0.0
Hemorrhagic_infarct_mrir,4.99911218136342e-05
Old_stroke_mrici,0.00030699932362705833
cortical_ACA_mril,0.0
cortical_MCA_mril,6.980963320724226e-05
subcortical_ACA_mril,0.0
subcortical_MCA_mril,5.8605826947718654e-05
PCA_cortex_mril,5.177256208499287e-05
thalamus_mril,9.907948479031e-05
brainstem_mril,0.00014649218076113161
cerebellum_mril,5.769742105234879e-05
Watershed_mril,0.0
Hemorrhagic_infarct_mril,2.050292350838798e-06
Old_stroke_mrich,0.0001332722030413998
HD_ID,0.00244933138664833
PCVA_ID,0.0032134052601710907
PCVACI_ID,0.0020848995069711624
PCVACH_ID,0.0015361223267931449
PO_ID,0.00040927260476012915
UR_ID,0.000998857737001198
SM_ID,0.003717391220787176
PTIA_ID,0.0001694058614060138
HC_ID,0.003006274417105489
HCHT_ID,0.0025390269402303656
HCHC_ID,0.0028322031965917855
HT_ID,0.0027490674669787014
DM_ID,0.0030644497826374175
PAD_ID,1.0625379477838495e-06
AL_ID,0.0029696467615916875
CA_ID,0.0007080966052355483
NIHS_1a_in,0.0033591598171901923
NIHS_1b_in,0.0063880869092444465
NIHS_1c_in,0.003562849849157537
NIHS_2_in,0.00237825911330051
NIHS_3_in,0.0022164175956741125
NIHS_4_in,0.004051650289682849
NIHS_5aL_in,0.008627799746475375
NIHS_5bR_in,0.0067721634209170255
NIHS_6aL_in,0.009887392809796015
NIHS_6bR_in,0.007838153664087282
NIHS_7_in,0.0031899527370646843
NIHS_8_in,0.003931036124245212
NIHS_9_in,0.004491441734462667
NIHS_10_in,0.0064210460169783976
NIHS_11_in,0.002619506986100983
